creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Unica Zürn,1916-07-06T00:00:00Z,1970-10-19T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Paris,,"48.856577777778, 2.3518277777778"
Sidney Paget,1860-10-04T00:00:00Z,1908-01-28T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Londres,,"51.507222222222, -0.1275"
Sophie Gengembre Anderson,1823-01-01T00:00:00Z,1903-03-10T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Falmouth,,"50.15, -5.0666666666667"
E. E. Cummings,1894-10-14T00:00:00Z,1962-09-03T00:00:00Z,Cambridge,Point(-71.106111111 42.375),"42.375, -71.106111111111",Joy Farm,,"43.915556, -71.183611"
Sidney Paget,1861-01-01T00:00:00Z,1908-01-28T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Londres,,"51.507222222222, -0.1275"
Paula Modersohn-Becker,1876-02-08T00:00:00Z,1907-11-21T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Worpswede,,"53.222222222222, 8.9277777777778"
Gustaaf Sorel,1905-01-17T00:00:00Z,1981-05-14T00:00:00Z,Ostende,Point(2.933333333 51.233333333),"51.233333333333, 2.9333333333333",Ostende,,"51.233333333333, 2.9333333333333"
Bradley Walker Tomlin,1899-08-19T00:00:00Z,1953-05-11T00:00:00Z,Syracuse,Point(-76.144423 43.046899),"43.046899, -76.144423",New York,,"40.67, -73.94"
Adolf Bock,1890-08-05T00:00:00Z,1968-01-13T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Helsingborg,,"56.05, 12.7"
Max Kurzweil,1867-10-12T00:00:00Z,1916-05-09T00:00:00Z,Bzenec,Point(17.266852936 48.973376249),"48.97337624906, 17.266852936959",Vienne,,"48.20833, 16.373064"
Moïse Kisling,1891-01-22T00:00:00Z,1953-04-29T00:00:00Z,Cracovie,Point(19.95 50.066666666),"50.066666666667, 19.95",Sanary-sur-Mer,,"43.119166666667, 5.8022222222222"
Charles Addams,1912-01-07T00:00:00Z,1988-09-29T00:00:00Z,Westfield,Point(-74.3434 40.6516),"40.6516, -74.3434",New York,,"40.67, -73.94"
